accx,accy,accz
-0.106,0.8467,0.1642
-0.0734,0.9164,0.1628
-0.0462,0.9182,0.1249
0.0084,0.945,0.0856
0.0064,0.9445,0.086
0.0069,0.9464,0.142
0.0069,0.9208,0.1398
-0.0198,0.9208,0.1398
-0.0205,0.9191,0.1415
-0.0198,0.9516,0.1398
-0.0208,0.9839,0.1412
-0.0201,1.041,0.1156
-0.0191,1.0689,0.1142
-0.0501,1.0696,0.1801
-0.1044,1.0701,0.2368
-0.106,1.0444,0.2376
-0.1063,1.0447,0.2372
-0.106,1.0703,0.2376
-0.0765,1.3319,0.2979
-0.0778,1.4728,0.2966
-0.0424,1.2602,0.0225
-0.0161,1.0396,-0.3272
-0.0494,0.9487,-0.3262
-0.0992,0.7479,-0.2412
-0.1351,0.5785,0.1065
-0.1351,0.5785,0.1065
-0.1354,0.8959,0.1063
-0.1361,1.2271,-0.069
-0.1952,1.3212,-0.1694
-0.2258,1.2037,-0.1699
-0.1945,1.1158,-0.1704
-0.0638,0.9068,0.0042
0.015,0.8798,0.109
0.0124,0.88,0.1088
-0.0934,0.9047,0.1105
-0.1579,0.9056,0.1095
-0.1598,0.9052,0.11
-0.1867,0.9052,0.11
-0.1884,0.9068,0.1083
-0.1584,0.9296,0.1412
-0.1813,0.9296,0.1412
-0.1833,0.9315,0.1393
-0.1835,0.9318,0.1391
-0.1198,0.9315,0.1393
-0.0848,0.9662,0.14
-0.0846,1.0168,0.1403
-0.1141,1.0517,0.14
-0.1512,1.0523,0.1645
-0.152,1.0505,0.1662
-0.1275,1.0505,0.1662
-0.1,1.0523,0.1645
-0.0721,1.0843,0.1911
-0.0387,1.1194,0.2153
-0.0384,1.1502,0.2155
-0.2031,1.211,0.2966
-0.2292,1.1766,0.2974
-0.1952,1.1299,0.271
-0.1117,1.0561,0.024
-0.0054,0.9443,-0.283
0.1366,0.7808,-0.3404
0.1376,0.7119,-0.2067
0.0436,0.7845,-0.0236
-0.0171,0.8702,0.0401
-0.1036,1.044,0.0396
-0.0669,1.1316,0.0037
-0.0369,1.1033,-0.0301
-0.0391,1.0715,-0.0585
-0.0753,0.9911,-0.0169
-0.1019,0.89,0.0704
-0.0765,0.8565,0.1344
-0.0506,0.8576,0.1335
-0.0492,0.8812,0.1324
-0.0487,0.913,0.133
-0.0191,0.9391,0.1332
-0.0191,0.9391,0.1332
-0.0176,0.9377,0.1347
-0.0181,0.9382,0.1342
-0.0181,0.9382,0.1342
-0.0186,0.9387,0.1065
-0.0171,0.9726,0.1056
-0.0181,0.999,0.107
-0.0173,1.0542,0.1053
-0.0181,1.0547,0.1408
-0.0841,1.0547,0.1708
-0.1114,1.0552,0.1703
-0.1109,1.0547,0.1708
-0.1105,1.0791,0.2416
-0.1121,1.1949,0.3084
-0.1109,1.3296,0.3409
-0.0282,1.2154,0.2381
-0.0003,1.1472,0.1281
0.049,1.1085,-0.1804
-0.0164,1.0818,-0.2491
-0.2363,0.6415,-0.0462
-0.2363,0.6415,-0.0462
-0.2363,0.676,-0.0474
-0.1789,0.9985,-0.0206
-0.0802,1.1876,-0.022
-0.0371,1.2126,-0.0968
-0.0794,1.1803,-0.1261
-0.1528,1.0666,-0.1269
-0.1794,0.8674,0.0071
-0.1528,0.8681,0.1457
-0.1528,0.8681,0.1457
-0.1505,0.8683,0.1454
-0.1512,0.869,0.1447
-0.1762,0.9215,0.0511
-0.2031,0.9523,0.0511
-0.2031,0.9523,0.0511
-0.2033,0.9523,0.1186
-0.1754,0.9538,0.117
-0.1488,0.9541,0.1168
-0.1161,0.9274,0.1428
-0.1161,0.9274,0.1428
-0.1161,0.9274,0.1428
-0.117,0.9541,0.1417
-0.1168,0.9802,0.1743
-0.1165,0.9799,0.2046
-0.1165,0.9799,0.2046
-0.1163,1.0065,0.2048
-0.0919,1.0076,0.2048
-0.0923,1.0058,0.2475
-0.0921,1.0571,0.3296
-0.0921,1.0571,0.3296
-0.1153,1.1714,0.3296
-0.2129,1.5211,0.3274
-0.2766,1.1583,0.0467
0.1909,0.709,-0.4638
0.1909,0.709,-0.4638
0.1916,0.6342,-0.4631
-0.0391,0.7354,0.0958
-0.2004,0.9765,0.1445
-0.2663,1.2117,0.0783
-0.1,1.1861,-0.0318
-0.1,1.1861,-0.0318
-0.0308,1.0403,-0.0868
-0.1161,0.9098,-0.0367
-0.1524,0.8802,0.1545
-0.1524,0.8802,0.1545
-0.1242,0.9047,0.153
-0.0384,0.9303,0.1533
-0.0077,0.9574,0.0525
-0.0061,0.956,0.0541
-0.0061,0.9296,0.0944
-0.0318,0.9315,0.1281
-0.032,0.9318,0.1801
-0.032,0.9318,0.1801
-0.0326,0.9298,0.1073
-0.0326,0.9298,0.1073
-0.0333,0.9562,0.1065
